node_id,type,label,source_graph,level,original_id,text,number,act,desc,query_text,informative_answer,actionable_answer,readable_answer
PC::Division Bench Quashed Recovery Order,LegalProvision,Division Bench Quashed Recovery Order,PC_Criminal,pc,Division Bench Quashed Recovery Order,,,,,,,,
PC::Conviction Based on Eye-Witness Evidence,CaseFact,Conviction Based on Eye-Witness Evidence,PC_Criminal,pc,Conviction Based on Eye-Witness Evidence,,,,,,,,
PC::High Court Interfered with Trial Court Acquittal,CaseFact,High Court Interfered with Trial Court Acquittal,PC_Criminal,pc,High Court Interfered with Trial Court Acquittal,,,,,,,,
PC::High Court Upheld Acquittal for Some Accused,CaseFact,High Court Upheld Acquittal for Some Accused,PC_Criminal,pc,High Court Upheld Acquittal for Some Accused,,,,,,,,
PC::Loan Transactions Disputed,CaseFact,Loan Transactions Disputed,PC_Criminal,pc,Loan Transactions Disputed,,,,,,,,
PC::Recovery Certificates Issued,CaseFact,Recovery Certificates Issued,PC_Criminal,pc,Recovery Certificates Issued,,,,,,,,
PC::High Court Dismissed Writ Application,CaseFact,High Court Dismissed Writ Application,PC_Criminal,pc,High Court Dismissed Writ Application,,,,,,,,
PC::Revisional Powers Under Maharashtra Co-operative Societies Act Invoked,LegalProvision,Revisional Powers Under Maharashtra Co-operative Societies Act Invoked,PC_Criminal,pc,Revisional Powers Under Maharashtra Co-operative Societies Act Invoked,,,,,,,,
PC::Pre-Deposit Condition Not Fulfilled,CaseFact,Pre-Deposit Condition Not Fulfilled,PC_Criminal,pc,Pre-Deposit Condition Not Fulfilled,,,,,,,,
"PC::Sub-section 2A of Section 154 of the Maharashtra Co-operative Societies Act, 1960",LegalProvision,"Sub-section 2A of Section 154 of the Maharashtra Co-operative Societies Act, 1960",PC_Criminal,pc,"Sub-section 2A of Section 154 of the Maharashtra Co-operative Societies Act, 1960",,,,,,,,
PC::Transfer of Suit Requested for Expediency,CaseFact,Transfer of Suit Requested for Expediency,PC_Criminal,pc,Transfer of Suit Requested for Expediency,,,,,,,,
PC::Delay in Proceedings Alleged by Plaintiff,CaseFact,Delay in Proceedings Alleged by Plaintiff,PC_Criminal,pc,Delay in Proceedings Alleged by Plaintiff,,,,,,,,
PC::High Court Transferred Suit Without Adequate Reasoning,CaseFact,High Court Transferred Suit Without Adequate Reasoning,PC_Criminal,pc,High Court Transferred Suit Without Adequate Reasoning,,,,,,,,
"PC::Section 24 of the Code of Civil Procedure, 1908",LegalProvision,"Section 24 of the Code of Civil Procedure, 1908",PC_Criminal,pc,"Section 24 of the Code of Civil Procedure, 1908",,,,,,,,
PC::Appellant Found Guilty of Grievous Hurt,CaseFact,Appellant Found Guilty of Grievous Hurt,PC_Criminal,pc,Appellant Found Guilty of Grievous Hurt,,,,,,,,
PC::Prosecution Established Severe Injuries,CaseFact,Prosecution Established Severe Injuries,PC_Criminal,pc,Prosecution Established Severe Injuries,,,,,,,,
PC::High Court Altered Conviction Based on Evidence,CaseFact,High Court Altered Conviction Based on Evidence,PC_Criminal,pc,High Court Altered Conviction Based on Evidence,,,,,,,,
PC::Appellant Held Not Guilty of Murder,CaseFact,Appellant Held Not Guilty of Murder,PC_Criminal,pc,Appellant Held Not Guilty of Murder,,,,,,,,
"PC::Section 326 read with Section 34 of the Indian Penal Code, 1860",LegalProvision,"Section 326 read with Section 34 of the Indian Penal Code, 1860",PC_Criminal,pc,"Section 326 read with Section 34 of the Indian Penal Code, 1860",,,,,,,,
PC::Challenge to Taxation Amendment Act,LegalProvision,Challenge to Taxation Amendment Act,PC_Criminal,pc,Challenge to Taxation Amendment Act,,,,,,,,
PC::Insufficient Initial Pleadings by Appellants,CaseFact,Insufficient Initial Pleadings by Appellants,PC_Criminal,pc,Insufficient Initial Pleadings by Appellants,,,,,,,,
PC::Public Importance of Tax Dispute,CaseFact,Public Importance of Tax Dispute,PC_Criminal,pc,Public Importance of Tax Dispute,,,,,,,,
PC::Permission Granted to Withdraw Appeals,CaseFact,Permission Granted to Withdraw Appeals,PC_Criminal,pc,Permission Granted to Withdraw Appeals,,,,,,,,
"PC::Judgment in Jindal Stainless Ltd. vs. State of Haryana, 2006 7 SCC 241",CaseLaw,"Judgment in Jindal Stainless Ltd. vs. State of Haryana, 2006 7 SCC 241",PC_Criminal,pc,"Judgment in Jindal Stainless Ltd. vs. State of Haryana, 2006 7 SCC 241",,,,,,,,
PC::Interim Order Granted for Thesis Submission,LegalProvision,Interim Order Granted for Thesis Submission,PC_Criminal,pc,Interim Order Granted for Thesis Submission,,,,,,,,
PC::Accreditation of College Disputed,CaseFact,Accreditation of College Disputed,PC_Criminal,pc,Accreditation of College Disputed,,,,,,,,
PC::Legitimate Expectation of Directorship Raised,CaseFact,Legitimate Expectation of Directorship Raised,PC_Criminal,pc,Legitimate Expectation of Directorship Raised,,,,,,,,
PC::Annual General Meeting Held Without Proper Notice,CaseFact,Annual General Meeting Held Without Proper Notice,PC_Criminal,pc,Annual General Meeting Held Without Proper Notice,,,,,,,,
"PC::Section 172 of the Companies Act, 1956",LegalProvision,"Section 172 of the Companies Act, 1956",PC_Criminal,pc,"Section 172 of the Companies Act, 1956",,,,,,,,
"PC::Sections 397 and 398 of the Companies Act, 1956",LegalProvision,"Sections 397 and 398 of the Companies Act, 1956",PC_Criminal,pc,"Sections 397 and 398 of the Companies Act, 1956",,,,,,,,
PC::Accused Found Guilty Under NDPS Act,LegalProvision,Accused Found Guilty Under NDPS Act,PC_Criminal,pc,Accused Found Guilty Under NDPS Act,,,,,,,,
PC::High Court Failed to Justify Sentence Reduction,CaseFact,High Court Failed to Justify Sentence Reduction,PC_Criminal,pc,High Court Failed to Justify Sentence Reduction,,,,,,,,
PC::Criminal Appeal Restored for Merits,CaseFact,Criminal Appeal Restored for Merits,PC_Criminal,pc,Criminal Appeal Restored for Merits,,,,,,,,
PC::Section 8 read with Section 15 C of the NDPS Act,LegalProvision,Section 8 read with Section 15 C of the NDPS Act,PC_Criminal,pc,Section 8 read with Section 15 C of the NDPS Act,,,,,,,,
PC::Claim of Scheduled Tribe Status Disputed,LegalProvision,Claim of Scheduled Tribe Status Disputed,PC_Criminal,pc,Claim of Scheduled Tribe Status Disputed,,,,,,,,
PC::Employment Secured Based on False Claim,CaseFact,Employment Secured Based on False Claim,PC_Criminal,pc,Employment Secured Based on False Claim,,,,,,,,
PC::High Court Directed Continuation in Service Despite Invalid Claim,CaseFact,High Court Directed Continuation in Service Despite Invalid Claim,PC_Criminal,pc,High Court Directed Continuation in Service Despite Invalid Claim,,,,,,,,
PC::High Court Relied on Precedent for Employment Continuation,CaseFact,High Court Relied on Precedent for Employment Continuation,PC_Criminal,pc,High Court Relied on Precedent for Employment Continuation,,,,,,,,
PC::Delay in Filing Application Condoned by District Judge,CaseFact,Delay in Filing Application Condoned by District Judge,PC_Criminal,pc,Delay in Filing Application Condoned by District Judge,,,,,,,,
PC::High Court Reversed District Judge Decision,CaseFact,High Court Reversed District Judge Decision,PC_Criminal,pc,High Court Reversed District Judge Decision,,,,,,,,
PC::Discretionary Power of Court to Condone Delay Established,CaseFact,Discretionary Power of Court to Condone Delay Established,PC_Criminal,pc,Discretionary Power of Court to Condone Delay Established,,,,,,,,
PC::Age Declaration Disputed,CaseFact,Age Declaration Disputed,PC_Criminal,pc,Age Declaration Disputed,,,,,,,,
PC::Selection Based on Age Criteria,CaseFact,Selection Based on Age Criteria,PC_Criminal,pc,Selection Based on Age Criteria,,,,,,,,
PC::Central Administrative Tribunal Allowed Application,CaseFact,Central Administrative Tribunal Allowed Application,PC_Criminal,pc,Central Administrative Tribunal Allowed Application,,,,,,,,
PC::False Declaration Allegation Raised,CaseFact,False Declaration Allegation Raised,PC_Criminal,pc,False Declaration Allegation Raised,,,,,,,,
PC::Application for Condonation of Delay Allowed,CaseFact,Application for Condonation of Delay Allowed,PC_Criminal,pc,Application for Condonation of Delay Allowed,,,,,,,,
PC::Sufficient Cause Established for Delay,CaseFact,Sufficient Cause Established for Delay,PC_Criminal,pc,Sufficient Cause Established for Delay,,,,,,,,
PC::Tender Submitted for Vaccine Supply,CaseFact,Tender Submitted for Vaccine Supply,PC_Criminal,pc,Tender Submitted for Vaccine Supply,,,,,,,,
PC::Severe Reactions Reported from Vaccine,CaseFact,Severe Reactions Reported from Vaccine,PC_Criminal,pc,Severe Reactions Reported from Vaccine,,,,,,,,
PC::Vaccine Declared Sub-standard,CaseFact,Vaccine Declared Sub-standard,PC_Criminal,pc,Vaccine Declared Sub-standard,,,,,,,,
PC::Public Interest Petition Filed,CaseFact,Public Interest Petition Filed,PC_Criminal,pc,Public Interest Petition Filed,,,,,,,,
PC::Quality of Vaccine Disputed,CaseFact,Quality of Vaccine Disputed,PC_Criminal,pc,Quality of Vaccine Disputed,,,,,,,,
PC::Summary Dismissal Without Reasons Indicated,CaseFact,Summary Dismissal Without Reasons Indicated,PC_Criminal,pc,Summary Dismissal Without Reasons Indicated,,,,,,,,
PC::Importance of Recording Reasons Emphasized,CaseFact,Importance of Recording Reasons Emphasized,PC_Criminal,pc,Importance of Recording Reasons Emphasized,,,,,,,,
PC::Accused-Appellant Convicted for Murder,CaseFact,Accused-Appellant Convicted for Murder,PC_Criminal,pc,Accused-Appellant Convicted for Murder,,,,,,,,
PC::Single Injury Caused in Altercation,CaseFact,Single Injury Caused in Altercation,PC_Criminal,pc,Single Injury Caused in Altercation,,,,,,,,
PC::Respondent Arrested in Connection with FIR,CaseFact,Respondent Arrested in Connection with FIR,PC_Criminal,pc,Respondent Arrested in Connection with FIR,,,,,,,,
PC::Application for Enrolment Submitted by Respondent,CaseFact,Application for Enrolment Submitted by Respondent,PC_Criminal,pc,Application for Enrolment Submitted by Respondent,,,,,,,,
PC::Section 341 of the Indian Penal Code,LegalProvision,Section 341 of the Indian Penal Code,PC_Criminal,pc,Section 341 of the Indian Penal Code,,,,,,,,
PC::Deceased Respondent Appointed as Teacher,CaseFact,Deceased Respondent Appointed as Teacher,PC_Criminal,pc,Deceased Respondent Appointed as Teacher,,,,,,,,
PC::Writ Petition Filed After 23 Years,CaseFact,Writ Petition Filed After 23 Years,PC_Criminal,pc,Writ Petition Filed After 23 Years,,,,,,,,
PC::High Court Quashed Compulsory Retirement Order,LegalProvision,High Court Quashed Compulsory Retirement Order,PC_Criminal,pc,High Court Quashed Compulsory Retirement Order,,,,,,,,
PC::Relief Granted Unknown to Law,CaseFact,Relief Granted Unknown to Law,PC_Criminal,pc,Relief Granted Unknown to Law,,,,,,,,
PC::Writ Petition Barred by Laches and Negligence,CaseFact,Writ Petition Barred by Laches and Negligence,PC_Criminal,pc,Writ Petition Barred by Laches and Negligence,,,,,,,,
PC::High Court Directed Payment of Full Pay and Allowances,CaseFact,High Court Directed Payment of Full Pay and Allowances,PC_Criminal,pc,High Court Directed Payment of Full Pay and Allowances,,,,,,,,
PC::FIR Filed for IPC Sections 406 and 498-A,LegalProvision,FIR Filed for IPC Sections 406 and 498-A,PC_Criminal,pc,FIR Filed for IPC Sections 406 and 498-A,,,,,,,,
PC::High Court Allowed Petition for Some Accused,CaseFact,High Court Allowed Petition for Some Accused,PC_Criminal,pc,High Court Allowed Petition for Some Accused,,,,,,,,
PC::High Court Dismissed Petition for Other Accused,CaseFact,High Court Dismissed Petition for Other Accused,PC_Criminal,pc,High Court Dismissed Petition for Other Accused,,,,,,,,
PC::Remand for Fresh Consideration Ordered,CaseFact,Remand for Fresh Consideration Ordered,PC_Criminal,pc,Remand for Fresh Consideration Ordered,,,,,,,,
PC::Section 498-A of the Indian Penal Code,LegalProvision,Section 498-A of the Indian Penal Code,PC_Criminal,pc,Section 498-A of the Indian Penal Code,,,,,,,,
PC::Trial Court Dismissed Respondent Suit,CaseFact,Trial Court Dismissed Respondent Suit,PC_Criminal,pc,Trial Court Dismissed Respondent Suit,,,,,,,,
PC::First Appellate Court Decreed Respondent Suit,CaseFact,First Appellate Court Decreed Respondent Suit,PC_Criminal,pc,First Appellate Court Decreed Respondent Suit,,,,,,,,
PC::High Court Stayed Payment of Arrears,CaseFact,High Court Stayed Payment of Arrears,PC_Criminal,pc,High Court Stayed Payment of Arrears,,,,,,,,
PC::Documents Filed by Appellant for Defence,CaseFact,Documents Filed by Appellant for Defence,PC_Criminal,pc,Documents Filed by Appellant for Defence,,,,,,,,
PC::Allegations of Possession of Assets Beyond Known Income,CaseFact,Allegations of Possession of Assets Beyond Known Income,PC_Criminal,pc,Allegations of Possession of Assets Beyond Known Income,,,,,,,,
"PC::Section 13(2) read with Section 13(1)(e) of the Prevention of Corruption Act, 1998",LegalProvision,"Section 13(2) read with Section 13(1)(e) of the Prevention of Corruption Act, 1998",PC_Criminal,pc,"Section 13(2) read with Section 13(1)(e) of the Prevention of Corruption Act, 1998",,,,,,,,
PC::Court Limited to Prima Facie Consideration at Charge Framing Stage,CaseFact,Court Limited to Prima Facie Consideration at Charge Framing Stage,PC_Criminal,pc,Court Limited to Prima Facie Consideration at Charge Framing Stage,,,,,,,,
PC::Section 397 of the Code of Criminal Procedure,LegalProvision,Section 397 of the Code of Criminal Procedure,PC_Criminal,pc,Section 397 of the Code of Criminal Procedure,,,,,,,,
PC::Settlement Entered During Appeal,CaseFact,Settlement Entered During Appeal,PC_Criminal,pc,Settlement Entered During Appeal,,,,,,,,
PC::FIR Lodged Against Appellant,CaseFact,FIR Lodged Against Appellant,PC_Criminal,pc,FIR Lodged Against Appellant,,,,,,,,
PC::Application for Enforcement of Settlement Dismissed,CaseFact,Application for Enforcement of Settlement Dismissed,PC_Criminal,pc,Application for Enforcement of Settlement Dismissed,,,,,,,,
PC::Settlement Found Illegal,CaseFact,Settlement Found Illegal,PC_Criminal,pc,Settlement Found Illegal,,,,,,,,
PC::Criminal Appeal Restored,CaseFact,Criminal Appeal Restored,PC_Criminal,pc,Criminal Appeal Restored,,,,,,,,
PC::Appellant Sentenced for Multiple Offences,CaseFact,Appellant Sentenced for Multiple Offences,PC_Criminal,pc,Appellant Sentenced for Multiple Offences,,,,,,,,
PC::High Court Dismissed Appeal Without Adequate Reasoning,CaseFact,High Court Dismissed Appeal Without Adequate Reasoning,PC_Criminal,pc,High Court Dismissed Appeal Without Adequate Reasoning,,,,,,,,
PC::Prosecution Overlooked Distinct Offences,CaseFact,Prosecution Overlooked Distinct Offences,PC_Criminal,pc,Prosecution Overlooked Distinct Offences,,,,,,,,
PC::Evidence Adduced for Guilt Established,CaseFact,Evidence Adduced for Guilt Established,PC_Criminal,pc,Evidence Adduced for Guilt Established,,,,,,,,
PC::Incident Involved Sudden Quarrel,CaseFact,Incident Involved Sudden Quarrel,PC_Criminal,pc,Incident Involved Sudden Quarrel,,,,,,,,
PC::Conviction Based on Sole Testimony of Witness,CaseFact,Conviction Based on Sole Testimony of Witness,PC_Criminal,pc,Conviction Based on Sole Testimony of Witness,,,,,,,,
PC::Evidence of Witness Found Credible,CaseFact,Evidence of Witness Found Credible,PC_Criminal,pc,Evidence of Witness Found Credible,,,,,,,,
PC::Trial Court Imposed Life Imprisonment,CaseFact,Trial Court Imposed Life Imprisonment,PC_Criminal,pc,Trial Court Imposed Life Imprisonment,,,,,,,,
"PC::Exception 4 to Section 300 of the Indian Penal Code, 1860",LegalProvision,"Exception 4 to Section 300 of the Indian Penal Code, 1860",PC_Criminal,pc,"Exception 4 to Section 300 of the Indian Penal Code, 1860",,,,,,,,
"PC::Section 134 of the Evidence Act, 1872",LegalProvision,"Section 134 of the Evidence Act, 1872",PC_Criminal,pc,"Section 134 of the Evidence Act, 1872",,,,,,,,
PC::Respondent Charge-Sheeted,CaseFact,Respondent Charge-Sheeted,PC_Criminal,pc,Respondent Charge-Sheeted,,,,,,,,
PC::Inquiry Proceeded Ex Parte,CaseFact,Inquiry Proceeded Ex Parte,PC_Criminal,pc,Inquiry Proceeded Ex Parte,,,,,,,,
PC::Principle of Natural Justice Alleged Violated,CaseFact,Principle of Natural Justice Alleged Violated,PC_Criminal,pc,Principle of Natural Justice Alleged Violated,,,,,,,,
PC::Respondent Aware of Departmental Inquiry,CaseFact,Respondent Aware of Departmental Inquiry,PC_Criminal,pc,Respondent Aware of Departmental Inquiry,,,,,,,,
PC::Respondent Waived Right to Participate in Inquiry,CaseFact,Respondent Waived Right to Participate in Inquiry,PC_Criminal,pc,Respondent Waived Right to Participate in Inquiry,,,,,,,,
PC::High Court Reversed Tribunal Findings,CaseFact,High Court Reversed Tribunal Findings,PC_Criminal,pc,High Court Reversed Tribunal Findings,,,,,,,,
PC::Conviction Under Section 302 IPC Confirmed,LegalProvision,Conviction Under Section 302 IPC Confirmed,PC_Criminal,pc,Conviction Under Section 302 IPC Confirmed,,,,,,,,
PC::Acquittal of Co-Accused Ordered,CaseFact,Acquittal of Co-Accused Ordered,PC_Criminal,pc,Acquittal of Co-Accused Ordered,,,,,,,,
PC::Death Caused by Cumulative Injuries,CaseFact,Death Caused by Cumulative Injuries,PC_Criminal,pc,Death Caused by Cumulative Injuries,,,,,,,,
PC::Agreement to Settle Litigation,CaseFact,Agreement to Settle Litigation,PC_Criminal,pc,Agreement to Settle Litigation,,,,,,,,
PC::Payment of Compensation Agreed Upon,CaseFact,Payment of Compensation Agreed Upon,PC_Criminal,pc,Payment of Compensation Agreed Upon,,,,,,,,
PC::Injury Caused on Vital Part,CaseFact,Injury Caused on Vital Part,PC_Criminal,pc,Injury Caused on Vital Part,,,,,,,,
PC::Common Object of Unlawful Assembly Established,CaseFact,Common Object of Unlawful Assembly Established,PC_Criminal,pc,Common Object of Unlawful Assembly Established,,,,,,,,
