source,target,attributes
PC::New Evidence Discovered During Preliminary Enquiry,HKG::ERA_18,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::New Evidence Discovered During Preliminary Enquiry,HKG::ESI_100,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::New Evidence Discovered During Preliminary Enquiry,HKG::ISM_36,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Section 120B IPC,HKG::SOC_REG_12C,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Appointment Challenged,PC::High Court Declared Appointment Void,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Appointment Challenged,HKG::RPSR_3213,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Appointment Challenged,HKG::MEPS_3,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Appointment Challenged,HKG::FIN_A_185,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::High Court Declared Appointment Void,PC::First Respondent Applied for Voluntary Retirement,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::High Court Declared Appointment Void,HKG::LIM_133,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::High Court Declared Appointment Void,HKG::RPSR_3213,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::High Court Declared Appointment Void,HKG::MEPS_3,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::First Respondent Applied for Voluntary Retirement,HKG::EPF_AT_4,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Accused Aggrieved by Bail Cancellation,PC::Service of Notice Disputed,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Accused Aggrieved by Bail Cancellation,PC::Accused Entitled to Hearing Before Bail Cancellation,"{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::Service of Notice Disputed,HKG::FIN_A_1947,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Service of Notice Disputed,HKG::FIN_A_1999,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Service of Notice Disputed,HKG::FIN_A_1987,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Insurance Policy Issued for Truck,PC::Accident Resulted in Death of Occupants,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Insurance Policy Issued for Truck,HKG::FIN_A_129,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Insurance Policy Issued for Truck,HKG::COMP_MA_31,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Claims Filed by Dependants,PC::Insurance Policy Cancelled Due to Dishonoured Cheque,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Insurance Policy Cancelled Due to Dishonoured Cheque,PC::Tribunal Decreed Compensation for Claims,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Insurance Policy Cancelled Due to Dishonoured Cheque,"PC::Section 64-VB of the Insurance Act, 1938","{'type': 'Violates', 'source_graph': 'PC_Criminal'}"
PC::Insurance Policy Cancelled Due to Dishonoured Cheque,HKG::LIM_40,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Insurance Policy Cancelled Due to Dishonoured Cheque,HKG::FIN_A_129,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Tribunal Decreed Compensation for Claims,PC::High Court Dismissed Appeals Against Tribunal Decision,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Tribunal Decreed Compensation for Claims,HKG::compensation,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Tribunal Decreed Compensation for Claims,HKG::LIM_73,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::High Court Dismissed Appeals Against Tribunal Decision,HKG::LIM_133,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Contract of Insurance Requires Consideration,PC::Third Party Rights Established Despite Policy Cancellation,"{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::Contract of Insurance Requires Consideration,"PC::Contract Act, 1872","{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::Contract of Insurance Requires Consideration,HKG::LIM_61,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Contract of Insurance Requires Consideration,HKG::LIM_92,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Contract of Insurance Requires Consideration,HKG::LIM_93,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Third Party Rights Established Despite Policy Cancellation,"PC::Section 146(1) of the Motor Vehicles Act, 1988","{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::Third Party Rights Established Despite Policy Cancellation,"PC::Section 147(5) of the Motor Vehicles Act, 1988","{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::Third Party Rights Established Despite Policy Cancellation,"PC::Section 149(1) of the Motor Vehicles Act, 1988","{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::Third Party Rights Established Despite Policy Cancellation,HKG::LIM_104,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
"PC::Section 64-VB of the Insurance Act, 1938",HKG::FIN_A_129,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
"PC::Contract Act, 1872",HKG::Indian Contract Act 1872,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Writ Petition Challenging Tax on Gutka Filed,PC::Branded Gutka Taxable Under Excise Act,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Branded Gutka Taxable Under Excise Act,"PC::Section 8 of the A.P. General Sales Tax Act, 1957","{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::Branded Gutka Taxable Under Excise Act,"PC::Entry 2404 of the Additional Duties of Excise Act, 1957","{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
"PC::Section 8 of the A.P. General Sales Tax Act, 1957",HKG::BTC_347,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Police Sub-Inspector Accused of Murder,PC::Magistrate Issued Process Against Accused,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Police Sub-Inspector Accused of Murder,HKG::RPSR_2,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Police Sub-Inspector Accused of Murder,HKG::RPSR_27,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Police Sub-Inspector Accused of Murder,HKG::DSEA_7,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Magistrate Issued Process Against Accused,PC::Section 202 of the Criminal Procedure Code,"{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::Magistrate Issued Process Against Accused,HKG::MHA_102,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Objection to Cognizance Raised by Accused,PC::Sanction Under Section 197 CrPC Contested,"{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::Criminal Proceedings Quashed by High Court,PC::Civil Suit for Specific Performance Pending,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Criminal Proceedings Quashed by High Court,PC::Section 420 of the Indian Penal Code,"{'type': 'Violates', 'source_graph': 'PC_Criminal'}"
PC::Criminal Proceedings Quashed by High Court,HKG::EPF_AT_25,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Criminal Proceedings Quashed by High Court,HKG::LIM_133,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Criminal Proceedings Quashed by High Court,HKG::FIN_A_15J,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Accused Filed Application for Discharge,PC::Magistrate Found Sufficient Material to Proceed,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Accused Filed Application for Discharge,HKG::EC_RULES_3,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Accused Filed Application for Discharge,HKG::LIM_122,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Accused Filed Application for Discharge,HKG::RPSR_237E,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Magistrate Found Sufficient Material to Proceed,HKG::MHA_102,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Direct Recruits Challenged Seniority Principles,PC::Promotees Protected in Promotion Prior to 31.12.1982,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Direct Recruits Challenged Seniority Principles,HKG::RPSR_27,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Direct Recruits Challenged Seniority Principles,HKG::MEPS_27,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Promotees Protected in Promotion Prior to 31.12.1982,PC::Court Found No Disturbance in Seniority of Promotees,"{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::Promotees Protected in Promotion Prior to 31.12.1982,HKG::RPSR_2,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Promotees Protected in Promotion Prior to 31.12.1982,HKG::RPSR_9938A,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Court Found No Disturbance in Seniority of Promotees,HKG::RPSR_27,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Recruitment Rules Govern Seniority,PC::Court Found No Disturbance in Seniority of Promotees,"{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::Recruitment Rules Govern Seniority,HKG::RPSR_5,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Recruitment Rules Govern Seniority,HKG::RPSR_207C,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Recruitment Rules Govern Seniority,HKG::RPSR_227D,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Pre-Deposit Condition for Appeal Upheld,PC::Appellate Authority Dismissed Appeal in Default,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Appellate Authority Dismissed Appeal in Default,HKG::ESI_45A,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Appellate Authority Dismissed Appeal in Default,HKG::CCS_ME_7,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Appellate Authority Dismissed Appeal in Default,HKG::FIN_A_2007,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Respondents Agreed to Restore Appeal on Pre-Deposit,PC::Pre-Deposit Condition for Appeal Upheld,"{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::Respondents Agreed to Restore Appeal on Pre-Deposit,HKG::EPF_AT_4,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Election Meeting Adjourned Due to Lack of Quorum,PC::Members Walked Out Over Voting Method,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Members Walked Out Over Voting Method,"PC::Rule 3 of Punjab Municipal President Vice-President Election Rules, 1994","{'type': 'Violates', 'source_graph': 'PC_Criminal'}"
PC::Writ Petition Filed for Continuation of Election,PC::High Court Directed Resumption of Election Process,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::High Court Directed Resumption of Election Process,HKG::LIM_133,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Illiterate Member Required Assistance for Voting,"PC::Rule 4 of Punjab Municipal President Vice-President Election Rules, 1994","{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
"PC::Rule 4 of Punjab Municipal President Vice-President Election Rules, 1994",HKG::MEPS_33,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
"PC::Rule 4 of Punjab Municipal President Vice-President Election Rules, 1994",HKG::FIN_A_177,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
"PC::Rule 3 of Punjab Municipal President Vice-President Election Rules, 1994",HKG::MEPS_33,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
"PC::Rule 3 of Punjab Municipal President Vice-President Election Rules, 1994",HKG::FIN_A_177,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Delay in Filing Written Statement,PC::Callousness of Respondent Noted,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Callousness of Respondent Noted,HKG::EPF_AT_4,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Appellant Entitled to Legitimate Relief,"PC::Order 8, Rule 10 of the C.P.C.","{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::Husband Suffered Injuries Due to Police Assault,PC::Inquiry Conducted by District Judge,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Inquiry Conducted by District Judge,PC::Government Directed to Initiate Proceedings Against Police Officers,"{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::Petitioner Alleged Police Cruelty,PC::Report Found Some Allegations Unsubstantiated,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Government Directed to Initiate Proceedings Against Police Officers,HKG::EPF_AT_25,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Government Directed to Initiate Proceedings Against Police Officers,HKG::LIM_112,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Government Directed to Initiate Proceedings Against Police Officers,HKG::CCS_ME_7,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::High Court Dismissed Appeal Without Reason,PC::Appellant Had Arguable Points in First Appeal,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::High Court Dismissed Appeal Without Reason,HKG::LIM_133,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::High Court Refused Leave to Appeal Against Acquittal,PC::Trial Court Acquitted Accused Without Proper Evidence Discussion,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::High Court Refused Leave to Appeal Against Acquittal,PC::Trial Court Acquitted Accused Due to Lack of Independent Witness,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::High Court Refused Leave to Appeal Against Acquittal,"PC::Section 378 of the Code of Criminal Procedure, 1973","{'type': 'Violates', 'source_graph': 'PC_Criminal'}"
PC::High Court Refused Leave to Appeal Against Acquittal,HKG::LIM_114,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::High Court Refused Leave to Appeal Against Acquittal,HKG::LIM_133,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Trial Court Acquitted Accused Without Proper Evidence Discussion,PC::Section 313 of the Criminal Procedure Code,"{'type': 'Violates', 'source_graph': 'PC_Criminal'}"
PC::Respondent Engaged in Manufacturing,PC::Eligibility Certificate Issued for Exemption,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Respondent Engaged in Manufacturing,HKG::EPF_AT_4,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Eligibility Certificate Issued for Exemption,PC::High Court Found Respondent Entitled to Exemption,"{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::Eligibility Certificate Issued for Exemption,PC::Review of Entry Tax Exemption Case Challenged,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Eligibility Certificate Issued for Exemption,HKG::LWF_22,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Eligibility Certificate Issued for Exemption,HKG::SEEDS_24,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Eligibility Certificate Issued for Exemption,HKG::COMP_MA_31,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::High Court Found Respondent Entitled to Exemption,HKG::LWF_22,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::High Court Found Respondent Entitled to Exemption,HKG::SEEDS_24,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::High Court Found Respondent Entitled to Exemption,HKG::EPF_AT_4,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Registration Under Central Sales Tax Act Disputed,PC::High Court Found Respondent Entitled to Exemption,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Registration Under Central Sales Tax Act Disputed,HKG::EC_RULES_75,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Registration Under Central Sales Tax Act Disputed,HKG::GST_21,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Registration Under Central Sales Tax Act Disputed,HKG::KSEA_1,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Review of Entry Tax Exemption Case Challenged,HKG::LWF_22,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Review of Entry Tax Exemption Case Challenged,HKG::SEEDS_24,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::High Court Found No Justification for Reviewing Certificate,PC::Withdrawal of Certificate Cannot Be Retrospective,"{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::High Court Found No Justification for Reviewing Certificate,HKG::LIM_133,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
