node_id,type,label,source_graph,level,original_id,text,number,act,desc,query_text,informative_answer,actionable_answer,readable_answer
PC::Promotion Dates Disputed,CaseFact,Promotion Dates Disputed,PC_Labour,pc,Promotion Dates Disputed,,,,,,,,
PC::Promotion Criteria Governed by Rules,LegalProvision,Promotion Criteria Governed by Rules,PC_Labour,pc,Promotion Criteria Governed by Rules,,,,,,,,
PC::Previous Promotions Effective from July 1,CaseFact,Previous Promotions Effective from July 1,PC_Labour,pc,Previous Promotions Effective from July 1,,,,,,,,
"PC::Rule 8 1 a of the Defence Research Development Service Rules, 1970",LegalProvision,"Rule 8 1 a of the Defence Research Development Service Rules, 1970",PC_Labour,pc,"Rule 8 1 a of the Defence Research Development Service Rules, 1970",,,,,,,,
PC::Denial of Pay-Scale Challenged,CaseFact,Denial of Pay-Scale Challenged,PC_Labour,pc,Denial of Pay-Scale Challenged,,,,,,,,
PC::Inequity in Wage Established,CaseFact,Inequity in Wage Established,PC_Labour,pc,Inequity in Wage Established,,,,,,,,
PC::Workmen Promoted Retrospectively,CaseFact,Workmen Promoted Retrospectively,PC_Labour,pc,Workmen Promoted Retrospectively,,,,,,,,
PC::Workmen Did Same Work as Promoted Colleagues,CaseFact,Workmen Did Same Work as Promoted Colleagues,PC_Labour,pc,Workmen Did Same Work as Promoted Colleagues,,,,,,,,
PC::Ejectment Suit Filed by Landlord,CaseFact,Ejectment Suit Filed by Landlord,PC_Labour,pc,Ejectment Suit Filed by Landlord,,,,,,,,
PC::Civil Court Decree Found Invalid,CaseFact,Civil Court Decree Found Invalid,PC_Labour,pc,Civil Court Decree Found Invalid,,,,,,,,
PC::Tenant Claimed Jurisdiction Under Special Act,LegalProvision,Tenant Claimed Jurisdiction Under Special Act,PC_Labour,pc,Tenant Claimed Jurisdiction Under Special Act,,,,,,,,
PC::High Court Dismissed Review Application,CaseFact,High Court Dismissed Review Application,PC_Labour,pc,High Court Dismissed Review Application,,,,,,,,
PC::Objection Raised Against Decree Validity,CaseFact,Objection Raised Against Decree Validity,PC_Labour,pc,Objection Raised Against Decree Validity,,,,,,,,
PC::High Court Found Civil Court Lacked Jurisdiction,CaseFact,High Court Found Civil Court Lacked Jurisdiction,PC_Labour,pc,High Court Found Civil Court Lacked Jurisdiction,,,,,,,,
PC::Decree Passed Without Jurisdiction,CaseFact,Decree Passed Without Jurisdiction,PC_Labour,pc,Decree Passed Without Jurisdiction,,,,,,,,
PC::Tenant Entitled to Raise Nullity Claim Anytime,CaseFact,Tenant Entitled to Raise Nullity Claim Anytime,PC_Labour,pc,Tenant Entitled to Raise Nullity Claim Anytime,,,,,,,,
"PC::Section 13 of Haryana Urban Control of Rent Eviction Act, 1973",LegalProvision,"Section 13 of Haryana Urban Control of Rent Eviction Act, 1973",PC_Labour,pc,"Section 13 of Haryana Urban Control of Rent Eviction Act, 1973",,,,,,,,
PC::Order 9 Rule 13 of the Code of Civil Procedure,LegalProvision,Order 9 Rule 13 of the Code of Civil Procedure,PC_Labour,pc,Order 9 Rule 13 of the Code of Civil Procedure,,,,,,,,
"PC::Hari Parshad Gupta v. Jitender Kumar Kaushik, 1982",CaseLaw,"Hari Parshad Gupta v. Jitender Kumar Kaushik, 1982",PC_Labour,pc,"Hari Parshad Gupta v. Jitender Kumar Kaushik, 1982",,,,,,,,
"PC::Kiran Singh v. Chaman Paswan, AIR 1954 SC 430",CaseLaw,"Kiran Singh v. Chaman Paswan, AIR 1954 SC 430",PC_Labour,pc,"Kiran Singh v. Chaman Paswan, AIR 1954 SC 430",,,,,,,,
"PC::Ferozi Lal Jain v. Man Mal, AIR 1979 SC 794",CaseLaw,"Ferozi Lal Jain v. Man Mal, AIR 1979 SC 794",PC_Labour,pc,"Ferozi Lal Jain v. Man Mal, AIR 1979 SC 794",,,,,,,,
"PC::Sadhu Singh v. District Board Gurdaspur, AIR 1962 Punjab Law Reporter 150",CaseLaw,"Sadhu Singh v. District Board Gurdaspur, AIR 1962 Punjab Law Reporter 150",PC_Labour,pc,"Sadhu Singh v. District Board Gurdaspur, AIR 1962 Punjab Law Reporter 150",,,,,,,,
PC::Job of Loading and Unloading Excluded from Regulation,LegalProvision,Job of Loading and Unloading Excluded from Regulation,PC_Labour,pc,Job of Loading and Unloading Excluded from Regulation,,,,,,,,
PC::Workmen Subjected to Hostile Discrimination,CaseFact,Workmen Subjected to Hostile Discrimination,PC_Labour,pc,Workmen Subjected to Hostile Discrimination,,,,,,,,
PC::Job of Loading and Unloading Considered Allied to Stacking,CaseFact,Job of Loading and Unloading Considered Allied to Stacking,PC_Labour,pc,Job of Loading and Unloading Considered Allied to Stacking,,,,,,,,
PC::Workmen Employed as Contract Labour for Over 15 Years,LegalProvision,Workmen Employed as Contract Labour for Over 15 Years,PC_Labour,pc,Workmen Employed as Contract Labour for Over 15 Years,,,,,,,,
PC::Job of Loading and Unloading Not of Perennial Nature,CaseFact,Job of Loading and Unloading Not of Perennial Nature,PC_Labour,pc,Job of Loading and Unloading Not of Perennial Nature,,,,,,,,
PC::Writ Petition Allowed for Equal Treatment of Workmen,CaseFact,Writ Petition Allowed for Equal Treatment of Workmen,PC_Labour,pc,Writ Petition Allowed for Equal Treatment of Workmen,,,,,,,,
PC::Workmen Entitled to Back Wages and Reinstatement,CaseFact,Workmen Entitled to Back Wages and Reinstatement,PC_Labour,pc,Workmen Entitled to Back Wages and Reinstatement,,,,,,,,
PC::RTPTOs Seek Parity with Regular Employees,CaseFact,RTPTOs Seek Parity with Regular Employees,PC_Labour,pc,RTPTOs Seek Parity with Regular Employees,,,,,,,,
PC::Claims for Equal Treatment by Casual Labourers,CaseFact,Claims for Equal Treatment by Casual Labourers,PC_Labour,pc,Claims for Equal Treatment by Casual Labourers,,,,,,,,
PC::Dispute Over Employment Status of Casual Labourers,CaseFact,Dispute Over Employment Status of Casual Labourers,PC_Labour,pc,Dispute Over Employment Status of Casual Labourers,,,,,,,,
PC::Claims for House Rent Allowance and Maternity Leave Raised,CaseFact,Claims for House Rent Allowance and Maternity Leave Raised,PC_Labour,pc,Claims for House Rent Allowance and Maternity Leave Raised,,,,,,,,
PC::Claims for Bonus and Other Benefits Filed,CaseFact,Claims for Bonus and Other Benefits Filed,PC_Labour,pc,Claims for Bonus and Other Benefits Filed,,,,,,,,
PC::Employee Entitled to Salary Until Termination Date,CaseFact,Employee Entitled to Salary Until Termination Date,PC_Labour,pc,Employee Entitled to Salary Until Termination Date,,,,,,,,
PC::High Court Found No Opportunity Given to Employee,CaseFact,High Court Found No Opportunity Given to Employee,PC_Labour,pc,High Court Found No Opportunity Given to Employee,,,,,,,,
PC::Appointment on Contract Basis,LegalProvision,Appointment on Contract Basis,PC_Labour,pc,Appointment on Contract Basis,,,,,,,,
PC::Equal Pay for Equal Work Principle Invoked,CaseFact,Equal Pay for Equal Work Principle Invoked,PC_Labour,pc,Equal Pay for Equal Work Principle Invoked,,,,,,,,
PC::Continuous Service Established Despite Breaks,CaseFact,Continuous Service Established Despite Breaks,PC_Labour,pc,Continuous Service Established Despite Breaks,,,,,,,,
PC::High Court Found Employee Entitled to Salary,CaseFact,High Court Found Employee Entitled to Salary,PC_Labour,pc,High Court Found Employee Entitled to Salary,,,,,,,,
"PC::Section 10 of the Payment of Salaries Act, 1971",LegalProvision,"Section 10 of the Payment of Salaries Act, 1971",PC_Labour,pc,"Section 10 of the Payment of Salaries Act, 1971",,,,,,,,
PC::Employee Claims Continuous Service,CaseFact,Employee Claims Continuous Service,PC_Labour,pc,Employee Claims Continuous Service,,,,,,,,
"PC::U.P. Secondary Education Laws Amendment Act, 1976",LegalProvision,"U.P. Secondary Education Laws Amendment Act, 1976",PC_Labour,pc,"U.P. Secondary Education Laws Amendment Act, 1976",,,,,,,,
PC::Employee Claims Salary for Period of Suspension,CaseFact,Employee Claims Salary for Period of Suspension,PC_Labour,pc,Employee Claims Salary for Period of Suspension,,,,,,,,
"PC::Vaish Degree College v. Lakshmi Narain, 1976 2 SCC 68",CaseLaw,"Vaish Degree College v. Lakshmi Narain, 1976 2 SCC 68",PC_Labour,pc,"Vaish Degree College v. Lakshmi Narain, 1976 2 SCC 68",,,,,,,,
PC::High Court Found Suspension Order Illegal,LegalProvision,High Court Found Suspension Order Illegal,PC_Labour,pc,High Court Found Suspension Order Illegal,,,,,,,,
"PC::Smt. J. Tiwari v. Smt. Jawala Devi Vidya Mandir, 1979 4 SCC 160",CaseLaw,"Smt. J. Tiwari v. Smt. Jawala Devi Vidya Mandir, 1979 4 SCC 160",PC_Labour,pc,"Smt. J. Tiwari v. Smt. Jawala Devi Vidya Mandir, 1979 4 SCC 160",,,,,,,,
"PC::Deepak Kumar Biswas v. The Director of Public Instructions, 1979 4 SCC 160",CaseLaw,"Deepak Kumar Biswas v. The Director of Public Instructions, 1979 4 SCC 160",PC_Labour,pc,"Deepak Kumar Biswas v. The Director of Public Instructions, 1979 4 SCC 160",,,,,,,,
PC::Employee Claims Fitment Benefits,CaseFact,Employee Claims Fitment Benefits,PC_Labour,pc,Employee Claims Fitment Benefits,,,,,,,,
PC::Promotion Dates Established,CaseFact,Promotion Dates Established,PC_Labour,pc,Promotion Dates Established,,,,,,,,
PC::Refixation Chart Approved by Association,CaseFact,Refixation Chart Approved by Association,PC_Labour,pc,Refixation Chart Approved by Association,,,,,,,,
PC::Old Employees Given Fitment Increments,CaseFact,Old Employees Given Fitment Increments,PC_Labour,pc,Old Employees Given Fitment Increments,,,,,,,,
PC::Petitioners Claim Discrimination,CaseFact,Petitioners Claim Discrimination,PC_Labour,pc,Petitioners Claim Discrimination,,,,,,,,
PC::High Court Found No Discrimination in Fitment,CaseFact,High Court Found No Discrimination in Fitment,PC_Labour,pc,High Court Found No Discrimination in Fitment,,,,,,,,
PC::Retrospective Effect of Pay Scales Established,CaseFact,Retrospective Effect of Pay Scales Established,PC_Labour,pc,Retrospective Effect of Pay Scales Established,,,,,,,,
PC::Companyvoy Drivers Represented by Union,CaseFact,Companyvoy Drivers Represented by Union,PC_Labour,pc,Companyvoy Drivers Represented by Union,,,,,,,,
PC::Dispute Over Employment Status of Companyvoy Drivers,CaseFact,Dispute Over Employment Status of Companyvoy Drivers,PC_Labour,pc,Dispute Over Employment Status of Companyvoy Drivers,,,,,,,,
PC::Government Refused to Make Reference Under Industrial Disputes Act,LegalProvision,Government Refused to Make Reference Under Industrial Disputes Act,PC_Labour,pc,Government Refused to Make Reference Under Industrial Disputes Act,,,,,,,,
PC::Government Adjudicated Dispute on Merits,CaseFact,Government Adjudicated Dispute on Merits,PC_Labour,pc,Government Adjudicated Dispute on Merits,,,,,,,,
PC::Trade Union Representing Majority of Officers,CaseFact,Trade Union Representing Majority of Officers,PC_Labour,pc,Trade Union Representing Majority of Officers,,,,,,,,
PC::Circular Issued by Government Found Ultra Vires,CaseFact,Circular Issued by Government Found Ultra Vires,PC_Labour,pc,Circular Issued by Government Found Ultra Vires,,,,,,,,
PC::Claim for Appointment of Union Representative on Board,CaseFact,Claim for Appointment of Union Representative on Board,PC_Labour,pc,Claim for Appointment of Union Representative on Board,,,,,,,,
PC::Government Claimed Need for Management Culture,CaseFact,Government Claimed Need for Management Culture,PC_Labour,pc,Government Claimed Need for Management Culture,,,,,,,,
PC::Petitioners Argued for Democratic Selection of Directors,CaseFact,Petitioners Argued for Democratic Selection of Directors,PC_Labour,pc,Petitioners Argued for Democratic Selection of Directors,,,,,,,,
"PC::Section 9 of the Banking Companies Acquisition and Transfer of Undertakings Act, 1970",LegalProvision,"Section 9 of the Banking Companies Acquisition and Transfer of Undertakings Act, 1970",PC_Labour,pc,"Section 9 of the Banking Companies Acquisition and Transfer of Undertakings Act, 1970",,,,,,,,
PC::Article 43A of the Constitution of India,LegalProvision,Article 43A of the Constitution of India,PC_Labour,pc,Article 43A of the Constitution of India,,,,,,,,
PC::Contractor Failed to Complete Work,CaseFact,Contractor Failed to Complete Work,PC_Labour,pc,Contractor Failed to Complete Work,,,,,,,,
PC::First Award Made by Arbitrator,CaseFact,First Award Made by Arbitrator,PC_Labour,pc,First Award Made by Arbitrator,,,,,,,,
PC::High Court Set Aside First Award,CaseFact,High Court Set Aside First Award,PC_Labour,pc,High Court Set Aside First Award,,,,,,,,
PC::High Court Allowed Appeal on Res-Judicata,CaseFact,High Court Allowed Appeal on Res-Judicata,PC_Labour,pc,High Court Allowed Appeal on Res-Judicata,,,,,,,,
PC::Claims Barred by Constructive Res-Judicata,CaseFact,Claims Barred by Constructive Res-Judicata,PC_Labour,pc,Claims Barred by Constructive Res-Judicata,,,,,,,,
PC::Section 41 of the Arbitration Act,LegalProvision,Section 41 of the Arbitration Act,PC_Labour,pc,Section 41 of the Arbitration Act,,,,,,,,
"PC::Order 2, Rule 2 of the Code of Civil Procedure",LegalProvision,"Order 2, Rule 2 of the Code of Civil Procedure",PC_Labour,pc,"Order 2, Rule 2 of the Code of Civil Procedure",,,,,,,,
PC::Appointment of Tax Inspector Challenged,CaseFact,Appointment of Tax Inspector Challenged,PC_Labour,pc,Appointment of Tax Inspector Challenged,,,,,,,,
PC::Promotion Claim by Senior Tax Collector,CaseFact,Promotion Claim by Senior Tax Collector,PC_Labour,pc,Promotion Claim by Senior Tax Collector,,,,,,,,
PC::Commissioner Set Aside Appointment,CaseFact,Commissioner Set Aside Appointment,PC_Labour,pc,Commissioner Set Aside Appointment,,,,,,,,
PC::Government Order Required Promotion for Tax Inspector,LegalProvision,Government Order Required Promotion for Tax Inspector,PC_Labour,pc,Government Order Required Promotion for Tax Inspector,,,,,,,,
PC::Direct Recruitment for Tax Inspector Allowed,CaseFact,Direct Recruitment for Tax Inspector Allowed,PC_Labour,pc,Direct Recruitment for Tax Inspector Allowed,,,,,,,,
PC::Violation of Natural Justice in Appointment Process,CaseFact,Violation of Natural Justice in Appointment Process,PC_Labour,pc,Violation of Natural Justice in Appointment Process,,,,,,,,
PC::Dispute Over State Legislation,CaseFact,Dispute Over State Legislation,PC_Labour,pc,Dispute Over State Legislation,,,,,,,,
PC::Challenge to Sales Tax Exemption,CaseFact,Challenge to Sales Tax Exemption,PC_Labour,pc,Challenge to Sales Tax Exemption,,,,,,,,
PC::Claim of Discrimination in Sales Tax,CaseFact,Claim of Discrimination in Sales Tax,PC_Labour,pc,Claim of Discrimination in Sales Tax,,,,,,,,
PC::Petitioners Argued Violation of Constitutional Rights,CaseFact,Petitioners Argued Violation of Constitutional Rights,PC_Labour,pc,Petitioners Argued Violation of Constitutional Rights,,,,,,,,
PC::Appellants Originally Recruited as LDCs,CaseFact,Appellants Originally Recruited as LDCs,PC_Labour,pc,Appellants Originally Recruited as LDCs,,,,,,,,
PC::Appellants Transferred to Armed Forces Headquarters,CaseFact,Appellants Transferred to Armed Forces Headquarters,PC_Labour,pc,Appellants Transferred to Armed Forces Headquarters,,,,,,,,
PC::Seniority Based on Length of Service Established,CaseFact,Seniority Based on Length of Service Established,PC_Labour,pc,Seniority Based on Length of Service Established,,,,,,,,
PC::High Court Found Length of Service as Basis for Seniority,CaseFact,High Court Found Length of Service as Basis for Seniority,PC_Labour,pc,High Court Found Length of Service as Basis for Seniority,,,,,,,,
PC::High Court Found Division Bench Decision Erroneous,CaseFact,High Court Found Division Bench Decision Erroneous,PC_Labour,pc,High Court Found Division Bench Decision Erroneous,,,,,,,,
PC::Tenant Inducted Under Lease,CaseFact,Tenant Inducted Under Lease,PC_Labour,pc,Tenant Inducted Under Lease,,,,,,,,
PC::Eviction Suit Filed for Non-Payment of Rent,CaseFact,Eviction Suit Filed for Non-Payment of Rent,PC_Labour,pc,Eviction Suit Filed for Non-Payment of Rent,,,,,,,,
PC::Bihar Rent Act Extended to Cantonment Area,LegalProvision,Bihar Rent Act Extended to Cantonment Area,PC_Labour,pc,Bihar Rent Act Extended to Cantonment Area,,,,,,,,
PC::High Court Found Tenant Liable for Eviction,CaseFact,High Court Found Tenant Liable for Eviction,PC_Labour,pc,High Court Found Tenant Liable for Eviction,,,,,,,,
PC::Default in Rent Payment Established,CaseFact,Default in Rent Payment Established,PC_Labour,pc,Default in Rent Payment Established,,,,,,,,
PC::Section 11(1)(d) of the Bihar Rent Act,LegalProvision,Section 11(1)(d) of the Bihar Rent Act,PC_Labour,pc,Section 11(1)(d) of the Bihar Rent Act,,,,,,,,
"PC::Kapur Chand Jain v. B.S. Grewal, 1965 2 SCR 36",CaseLaw,"Kapur Chand Jain v. B.S. Grewal, 1965 2 SCR 36",PC_Labour,pc,"Kapur Chand Jain v. B.S. Grewal, 1965 2 SCR 36",,,,,,,,
PC::High Court Found Retrospective Application of Rent Act Invalid,LegalProvision,High Court Found Retrospective Application of Rent Act Invalid,PC_Labour,pc,High Court Found Retrospective Application of Rent Act Invalid,,,,,,,,
